Age,Area_Rural,Area_Suburban,Area_Urban,Bandwidth_GB_Year,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure
64,0,0,1,4859.191572,1,0,2,1,0,0,5,0,15,3,1,0,0,12319.63,0,0,1,0,1,0,0,0,92.48802,0,0,0,2,12.37397,1,1,0,0,0,1,1612,0,3,3,0,0,0,0,1,59.48902,3,4,3,2
41,0,0,1,4553.786746,1,0,1,1,0,0,4,1,14,3,0,1,0,59737.6,1,0,0,0,0,0,1,0,174.9699,0,1,0,2,11.64449,1,0,1,0,0,1,18249,1,3,4,1,0,1,0,1,44.65571,4,4,4,1
84,0,0,1,5291.934219,0,0,0,1,0,0,5,0,11,4,1,0,0,15037.87,0,1,0,0,0,1,0,0,114.9728,0,0,1,4,9.378955,0,0,0,1,0,1,1210,0,3,3,0,0,0,0,0,65.08131,4,3,3,0
57,0,0,1,6591.238553,9,0,1,1,0,0,4,0,12,3,0,1,0,34635.21,1,0,0,0,0,1,0,0,152.4441,0,1,0,3,12.05686,1,0,1,0,0,1,92,1,4,3,0,1,0,0,1,68.18425,4,4,4,0
82,0,1,0,5616.475997,3,0,2,0,0,1,3,1,13,3,0,1,0,42113.14,0,0,1,0,0,1,0,0,105.011,0,0,0,3,13.50203,1,0,0,1,0,1,718,1,3,5,0,0,0,1,1,66.65664,3,3,4,2
57,0,1,0,4598.720266,0,0,0,0,0,1,3,0,1,3,1,0,0,31647.65,0,1,0,1,0,0,0,0,149.9483,0,0,0,3,7.117716,0,0,0,1,0,1,35151,1,3,2,0,1,1,1,1,54.01597,4,3,3,1
25,0,0,1,5250.409842,1,0,1,0,1,0,5,0,12,3,0,1,0,31517.51,0,1,0,1,0,0,0,0,192.4404,1,1,0,4,10.25523,0,1,0,0,0,0,3139,0,4,4,0,1,0,0,0,57.76658,4,4,4,0
48,1,0,0,6098.13029,0,0,1,0,0,1,5,0,12,5,0,1,0,65583.82,0,0,1,0,0,0,1,0,197.6288,0,1,0,4,16.97035,1,0,0,0,1,1,9852,0,3,3,1,1,0,0,0,67.09561,3,2,3,1
50,0,1,0,6259.103852,4,0,0,0,0,1,2,1,8,5,1,0,0,70152.92,1,0,0,0,0,0,1,0,200.1323,0,0,0,3,10.30488,1,0,0,0,1,1,160,0,3,4,1,1,0,0,0,63.27315,3,3,2,2
82,0,1,0,5819.382147,0,0,0,1,0,0,4,0,17,4,0,1,0,37258.51,0,0,1,1,0,0,0,0,149.9776,1,0,0,4,12.89447,0,0,0,0,1,1,151,1,2,3,0,1,0,0,1,68.46135,4,3,3,0
32,1,0,0,5149.296023,0,0,1,1,0,0,3,1,12,3,0,1,0,67872.22,1,0,0,1,0,0,0,0,129.9915,0,1,1,4,14.48232,0,0,0,0,1,1,6570,0,3,4,0,0,0,1,0,53.02286,4,5,4,1
61,0,1,0,6538.478003,2,0,0,0,1,0,6,0,13,4,0,1,0,12456.09,0,1,0,1,0,0,0,0,262.6106,1,1,0,3,10.35181,1,0,1,0,0,1,77,0,3,4,1,1,0,1,0,71.36043,4,4,4,1
23,1,0,0,6321.473272,1,0,0,0,0,1,3,1,11,3,1,0,0,42754.88,0,1,0,1,0,0,0,0,227.4754,1,1,0,3,10.0299,1,0,0,1,0,1,12742,1,2,2,1,0,1,0,1,70.68154,3,3,2,0
33,0,0,1,5052.938652,1,0,2,1,0,0,4,1,16,3,1,0,0,41074.27,0,1,0,0,1,0,0,0,187.4847,0,1,1,4,12.39276,1,0,0,1,0,1,4622,1,3,3,0,1,1,0,1,55.11933,3,3,3,0
88,1,0,0,6150.907768,7,0,1,0,1,0,3,0,15,2,1,0,0,28216.6,1,0,0,0,0,0,0,1,137.4698,1,0,0,3,6.474834,1,0,0,1,0,1,17287,0,4,3,0,0,0,1,1,68.03514,3,4,4,1
21,1,0,0,5064.686588,1,0,3,0,1,0,3,0,3,2,0,1,0,31033.83,0,1,0,0,0,1,0,0,167.4564,1,1,0,3,11.07606,1,1,0,0,0,1,631,1,4,3,0,0,0,0,0,57.29968,3,3,4,0
77,1,0,0,6035.567594,3,0,0,1,0,0,4,0,13,5,1,0,0,52290.12,0,1,0,0,0,0,0,1,172.4624,1,0,1,4,9.799426,0,0,1,0,0,1,34794,1,3,2,0,1,0,0,0,69.48178,4,5,5,1
65,0,1,0,5817.831567,1,0,1,0,0,1,3,0,14,2,1,0,0,22711.6,0,1,0,0,0,1,0,0,159.9512,0,0,0,4,15.11605,0,1,0,0,0,1,25487,0,3,2,1,0,0,1,1,69.27984,2,2,2,0
75,0,0,1,5011.057255,4,0,0,1,0,0,3,0,10,5,1,0,0,17766.54,0,1,0,0,0,0,0,1,232.6228,0,1,1,4,9.481086,0,0,1,0,0,1,641,1,3,3,1,1,0,0,0,53.06256,5,3,4,0
28,1,0,0,6731.618169,1,0,1,1,0,0,3,0,6,5,0,1,0,84123.33,1,0,0,1,0,0,0,0,200.1185,0,0,0,3,15.3328,1,0,0,0,1,1,19463,1,4,4,1,1,0,0,1,69.69884,6,5,6,1
32,0,0,1,5338.013529,1,0,0,1,0,0,2,1,6,1,1,0,0,85844.61,0,1,0,0,0,0,0,1,195.0062,1,1,1,4,13.2872,1,1,0,0,0,1,2762,0,2,3,0,0,0,0,1,60.07014,2,2,2,0
86,0,1,0,5477.999845,2,0,2,1,0,0,4,0,8,4,1,0,0,99342.82,0,1,0,1,0,0,0,0,204.9496,1,1,0,2,13.64304,1,0,0,1,0,1,647,1,5,3,0,1,1,0,1,63.1308,4,3,5,0
88,0,1,0,5433.979472,1,0,1,1,0,0,3,0,11,3,0,1,0,13397.57,0,1,0,0,0,0,0,1,192.4567,1,0,0,3,16.10876,1,0,0,1,0,1,1605,0,3,5,1,0,1,0,1,63.63312,3,3,3,0
41,0,1,0,6127.89199,0,0,1,1,0,0,4,1,13,5,0,1,0,21939.33,1,0,0,0,0,0,1,0,117.4872,0,0,0,4,16.17011,0,0,0,1,0,1,0,0,3,4,0,0,1,0,1,67.33827,3,4,5,0
48,0,0,1,4926.848896,3,0,1,0,1,0,4,0,14,4,1,0,0,28644.87,1,0,0,0,0,1,0,0,132.466,0,0,1,4,10.26124,0,1,0,0,0,1,6874,0,3,4,0,1,1,0,1,50.56908,4,4,4,0
57,1,0,0,4106.326096,4,0,1,1,0,0,5,1,15,3,1,0,0,38158.54,0,1,0,0,1,0,0,0,159.965,0,0,0,4,10.80053,0,0,0,1,0,1,19704,0,2,4,1,0,1,0,0,45.95837,4,3,4,1
59,1,0,0,5888.86414,0,0,1,0,0,1,3,0,10,4,0,1,0,97916.45,1,0,0,0,0,0,0,1,242.6106,1,1,0,4,12.48949,0,0,1,0,0,1,2158,1,4,4,1,1,0,0,0,59.05725,2,4,2,0
51,0,0,1,6121.797944,1,0,0,1,0,0,4,0,18,3,1,0,0,78311.31,1,0,0,0,1,0,0,0,117.4392,0,0,0,5,15.72132,1,0,0,1,0,1,7762,1,4,4,0,1,0,0,0,66.99471,4,4,4,1
22,0,0,1,5372.574608,2,0,0,1,0,0,3,0,12,2,1,0,0,53937.51,0,1,0,0,0,0,1,0,144.9607,1,0,0,3,8.529407,1,0,0,1,0,1,1480,0,3,2,0,0,0,0,0,62.87291,3,3,3,0
45,0,1,0,5313.394028,0,0,2,0,0,1,4,0,16,4,0,1,0,7504.8,0,1,0,0,0,1,0,0,222.6362,0,0,1,2,13.7799,1,0,1,0,0,1,12092,0,4,4,1,1,1,0,1,57.57488,3,4,5,0
74,1,0,0,3796.013665,6,0,1,1,0,0,3,1,9,3,0,1,0,48852.05,0,1,0,0,1,0,0,0,172.4579,0,1,0,4,6.126329,1,0,1,0,0,1,4825,1,2,2,0,1,1,0,0,39.93768,4,3,3,4
22,0,1,0,4108.101249,0,0,0,0,1,0,5,0,13,5,0,1,0,41417.8,1,0,0,0,0,1,0,0,187.6094,0,0,0,4,7.558483,1,0,0,0,1,1,990,0,4,4,1,1,0,0,0,37.86885,2,3,4,1
83,1,0,0,6576.137248,4,1,0,1,0,0,4,0,17,5,0,0,1,14148.82,1,0,0,0,0,1,0,0,242.6106,1,1,0,4,9.739276,1,0,0,1,0,1,1761,0,3,4,1,1,1,0,0,67.95345,6,5,6,0
37,1,0,0,4259.291587,3,0,0,0,0,1,1,1,7,3,1,0,0,50898.88,0,0,1,0,0,1,0,0,149.9913,1,0,0,3,7.677464,1,0,1,0,0,1,244,0,3,3,0,1,0,0,0,46.08155,2,3,4,1
29,0,0,1,5853.398686,0,0,1,0,0,1,2,0,9,5,1,0,0,32937.96,0,1,0,1,0,0,0,0,202.4433,1,1,0,5,12.48146,1,0,0,1,0,1,34642,1,3,3,1,0,0,0,0,66.67669,2,2,3,0
76,0,0,1,4172.285397,1,0,1,0,0,1,4,1,12,3,1,0,0,105425.1,0,1,0,0,0,1,0,0,207.4811,1,1,1,4,9.211433,1,0,0,1,0,1,6307,0,1,2,0,1,0,0,0,45.26675,3,4,3,0
83,0,0,1,5624.671786,2,0,0,0,0,1,3,1,16,3,1,0,0,25314.39,0,1,0,0,0,0,0,1,187.4847,0,1,1,3,8.279719,0,0,0,1,0,1,1596,0,3,4,0,1,1,0,1,63.72195,3,4,3,0
21,0,0,1,5640.198172,1,0,0,1,0,0,2,0,16,3,0,1,0,33970.73,0,1,0,0,0,1,0,0,167.4564,1,1,0,5,9.984088,1,0,0,0,1,1,8139,0,3,1,0,0,0,0,0,64.32344,2,3,2,0
37,0,1,0,5504.661312,1,0,4,1,0,0,3,1,11,4,0,1,0,6464.45,0,1,0,0,0,0,1,0,197.4945,1,0,1,3,13.7578,1,1,0,0,0,1,364,1,3,4,0,1,0,0,1,60.48709,3,3,2,0
30,1,0,0,5784.798117,4,0,2,1,0,0,3,1,11,5,0,1,0,45289.33,0,1,0,1,0,0,0,0,194.9882,1,0,1,4,14.31982,1,0,0,1,0,1,24364,1,4,3,1,0,0,0,0,62.56252,4,3,3,0
34,0,1,0,3948.148041,3,0,0,1,0,0,3,0,11,3,0,1,0,17055.76,0,0,1,0,1,0,0,0,147.4713,1,0,0,5,9.262147,1,0,1,0,0,1,1341,1,4,3,1,0,1,0,0,42.64008,4,3,4,0
88,0,0,1,5921.002929,0,0,4,0,0,1,4,1,11,4,0,1,0,16584.87,0,1,0,0,0,0,1,0,124.9781,0,0,0,4,9.434403,1,0,1,0,0,1,26613,0,3,2,0,0,0,0,0,71.79316,4,3,3,1
18,0,0,1,6430.118112,1,1,1,1,0,0,4,1,10,6,1,0,0,11327.01,0,1,0,0,0,0,0,1,204.9634,1,1,0,2,4.802492,1,0,0,1,0,1,407,1,4,4,0,1,0,0,0,71.41919,5,4,4,0
53,0,0,1,6410.828016,0,0,1,1,0,0,3,1,6,3,0,1,0,48137.72,1,0,0,1,0,0,0,0,152.4742,0,0,0,4,7.829328,0,0,0,1,0,1,33031,1,3,3,1,0,0,0,1,69.32269,3,4,4,2
64,0,1,0,6322.394651,2,0,1,0,0,1,3,1,11,4,1,0,0,79298.31,1,0,0,0,0,1,0,0,152.4579,0,1,0,4,11.58716,0,1,0,0,0,1,52322,1,2,5,0,1,0,0,0,67.4011,4,3,4,0
40,0,1,0,4435.063306,1,1,0,1,0,0,3,0,10,4,0,1,0,45572.07,0,1,0,1,0,0,0,0,240.1149,1,0,0,4,7.57603,0,0,0,0,1,1,144,0,3,5,1,1,0,1,0,46.37208,6,4,6,0
28,1,0,0,5430.596567,0,0,1,1,0,0,4,0,8,3,0,1,0,51233.97,0,1,0,0,0,1,0,0,192.4404,1,1,0,2,13.02596,1,0,0,1,0,0,3118,0,4,4,0,1,0,0,0,60.46139,3,2,2,0
48,1,0,0,5311.260793,3,0,0,1,0,0,3,0,10,4,1,0,0,47312.43,0,0,1,0,0,0,0,1,117.4835,0,0,1,2,8.076837,1,0,0,0,1,1,26683,1,5,4,1,0,0,0,0,60.80077,4,3,2,0
63,1,0,0,6228.197573,1,0,1,0,1,0,4,1,12,3,0,1,0,20477.49,1,0,0,0,0,0,1,0,187.4974,1,0,1,5,10.31027,1,0,1,0,0,1,19637,1,3,2,1,0,1,0,1,65.32231,3,2,3,0
44,0,0,1,6377.657916,1,0,1,0,0,1,5,0,16,4,0,1,0,26141.69,0,1,0,1,0,0,0,0,207.6094,0,0,0,4,9.128373,1,0,0,1,0,1,272,0,3,4,1,1,0,0,0,71.1184,5,4,4,1
61,0,1,0,6510.261516,0,0,2,1,0,0,4,0,10,3,0,1,0,16382.76,1,0,0,1,0,0,0,0,139.9512,0,0,0,3,7.172961,1,0,0,1,0,1,1443,0,6,4,1,0,0,0,1,71.89548,4,4,4,0
47,0,1,0,5195.500799,0,0,0,0,1,0,5,0,14,4,0,1,0,19153.88,0,1,0,0,0,0,0,1,207.6094,0,0,0,3,11.56957,1,0,0,0,1,1,21750,0,5,5,1,1,0,0,0,57.18666,3,3,4,3
61,0,1,0,5083.028968,0,0,0,0,1,0,3,1,13,4,0,0,1,13463.55,1,0,0,0,0,0,1,0,175.0062,1,1,1,2,11.24384,1,1,0,0,0,1,883,0,5,5,0,0,0,0,1,53.4946,4,4,3,0
43,1,0,0,6116.195461,2,0,2,0,1,0,4,0,8,2,0,1,0,26369.97,0,1,0,0,0,1,0,0,232.6228,0,1,1,3,7.069018,1,0,0,1,0,1,684,1,3,4,1,1,0,1,0,65.44679,3,2,3,0
86,0,0,1,3866.67814,1,0,1,1,0,0,5,0,5,5,1,0,0,32183.92,0,0,1,0,1,0,0,0,127.475,0,0,0,3,3.992429,1,0,0,1,0,1,11741,1,3,4,1,0,1,1,1,46.30752,3,3,3,1
81,0,0,1,4719.805869,0,0,0,1,0,0,2,0,12,2,0,1,0,46037.64,0,1,0,1,0,0,0,0,147.4421,0,0,0,4,6.622175,0,1,0,0,0,0,1198,0,3,4,1,0,0,0,0,55.94357,3,4,3,0
41,0,1,0,6397.453541,0,0,3,1,0,0,4,0,8,4,0,0,1,38143.8,0,1,0,0,1,0,0,0,230.1051,0,1,0,4,5.899791,0,1,0,0,0,1,446,0,3,4,1,1,0,0,0,71.51954,4,4,4,0
57,0,1,0,5470.575506,1,0,1,0,0,1,4,0,5,5,0,1,0,47658.35,0,0,1,0,0,0,1,0,137.4684,1,0,0,2,12.01031,1,0,0,1,0,1,1507,0,6,4,0,1,1,0,0,62.88109,4,4,4,0
42,1,0,0,5872.762953,5,0,0,1,0,0,4,1,9,2,1,0,0,21355.46,0,1,0,0,0,1,0,0,192.4885,1,1,0,4,9.96723,1,0,0,1,0,0,309,0,3,4,0,0,1,0,1,66.41154,4,4,4,0
77,0,1,0,5819.356258,0,0,0,0,0,1,4,1,13,4,0,1,0,78080.83,0,1,0,0,0,0,0,1,217.4725,1,1,0,2,12.68653,0,0,0,0,1,1,4048,0,3,3,0,1,1,0,1,66.07472,3,4,3,0
46,1,0,0,4786.931622,1,0,0,1,0,0,3,1,9,3,1,0,0,27400.85,1,0,0,0,0,1,0,0,142.4827,0,0,1,5,3.21461,0,0,0,0,1,1,34082,0,1,4,1,0,1,0,0,48.98746,4,4,4,0
74,0,0,1,5527.711581,0,0,1,0,0,1,4,1,9,3,0,1,0,52053.5,0,1,0,0,0,1,0,0,195.0062,1,1,1,3,7.511184,1,0,0,1,0,1,925,0,2,2,0,0,0,0,1,63.43732,1,2,2,1
86,0,0,1,4203.629126,1,0,2,1,0,0,4,0,14,3,1,0,0,85485.62,0,0,1,0,0,1,0,0,115.0021,1,0,1,3,11.26656,1,1,0,0,0,1,3263,1,3,3,0,0,1,0,0,50.62544,2,3,3,0
46,0,1,0,4176.013803,3,0,1,0,0,1,3,1,10,3,0,1,0,56497.63,0,1,0,0,0,0,0,1,182.4608,0,1,0,5,10.4229,1,0,0,1,0,1,172,1,3,3,1,0,0,0,0,44.59308,4,3,4,0
45,0,1,0,6741.094654,4,0,1,0,1,0,3,1,9,3,0,1,0,63252.08,1,0,0,0,0,0,1,0,225.1457,0,1,1,5,11.55712,0,0,0,1,0,1,129,0,2,2,1,1,0,1,0,66.31632,5,4,5,1
36,1,0,0,5696.625474,7,0,1,1,0,0,2,1,12,4,1,0,0,5609.56,0,1,0,0,1,0,0,0,182.4608,0,1,0,3,15.4974,0,1,0,0,0,1,40441,0,4,2,1,0,1,0,0,62.25247,2,2,3,1
73,0,1,0,5487.492711,0,0,0,1,0,0,3,0,9,3,0,1,0,79846.11,0,1,0,0,0,1,0,0,240.1149,1,0,0,3,9.594627,1,0,0,1,0,1,2128,0,1,3,1,1,1,1,0,60.91248,4,3,3,1
60,0,1,0,4233.959568,0,0,1,1,0,0,2,1,13,2,1,0,0,33211.59,0,1,0,0,0,0,0,1,222.65,0,0,1,4,9.640534,1,0,1,0,0,1,2000,0,3,1,1,1,0,0,0,44.58913,3,2,4,0
69,0,1,0,4630.380688,0,0,0,1,0,0,5,0,14,3,0,1,0,102544.2,1,0,0,0,0,1,0,0,129.9483,0,0,0,2,12.58464,1,0,0,0,1,1,14260,1,5,5,0,1,0,0,1,49.26183,3,3,2,0
81,1,0,0,4878.104493,1,0,0,1,0,0,3,1,12,5,1,0,0,39464.48,0,0,1,0,0,1,0,0,210.1518,0,1,0,3,7.685325,1,0,0,1,0,1,6020,0,3,4,1,1,0,0,0,52.68582,3,3,3,1
86,1,0,0,5761.616471,0,0,0,1,0,0,5,1,9,4,1,0,0,16044.85,1,0,0,0,0,1,0,0,117.4872,0,0,0,3,6.200468,1,0,0,1,0,1,16968,0,4,3,0,0,0,1,1,65.67297,4,5,4,0
63,0,1,0,4021.274223,0,0,0,0,1,0,4,1,18,3,1,0,0,39231.3,0,0,1,0,0,1,0,0,162.5005,1,0,0,5,15.00434,1,1,0,0,0,1,31725,1,3,4,0,1,0,0,1,45.29142,5,4,4,0
50,0,1,0,6218.382624,9,0,2,0,0,1,3,1,15,4,1,0,0,70043.78,1,0,0,0,0,0,1,0,152.4742,0,0,0,4,2.104824,1,0,0,1,0,1,32901,0,3,3,1,0,1,0,1,64.47686,4,5,4,0
35,0,0,1,5834.02568,1,0,1,1,0,0,6,0,4,2,0,1,0,83330.44,0,1,0,0,1,0,0,0,207.4673,1,1,1,2,10.75619,1,0,0,1,0,1,11092,1,4,6,0,1,1,0,1,64.31881,5,3,5,1
71,0,0,1,4719.932145,1,0,4,1,0,0,3,1,13,2,1,0,0,29077.39,0,0,1,1,0,0,0,0,222.6609,0,1,0,5,14.62681,0,0,0,1,0,1,21131,1,4,3,1,1,0,0,1,50.30252,4,4,3,0
49,0,0,1,6609.12279,1,0,1,0,0,1,4,0,12,4,0,1,0,39184.05,1,0,0,0,1,0,0,0,222.6143,0,1,0,5,13.06711,1,0,1,0,0,1,570,0,3,3,1,1,0,0,1,67.89706,4,3,3,0
38,0,0,1,5414.545503,4,0,0,1,0,0,3,0,8,4,0,0,1,26393.06,0,1,0,0,1,0,0,0,114.9728,0,0,1,4,6.256431,1,0,0,1,0,1,5264,1,3,3,0,0,0,0,0,63.28097,5,6,5,1
30,0,1,0,6451.646223,8,0,0,0,1,0,3,0,10,5,1,0,0,11786.95,0,1,0,0,0,0,0,1,275.1198,1,1,0,3,9.94893,1,0,0,1,0,1,649,1,4,3,1,1,0,0,1,67.32753,4,3,4,1
30,1,0,0,5345.265159,0,0,1,1,0,0,3,0,11,2,1,0,0,24707.03,0,1,0,0,0,1,0,0,112.4551,0,0,0,3,11.5315,1,0,1,0,0,1,27946,0,5,4,0,0,1,0,0,64.48925,4,2,4,0
61,1,0,0,6071.213666,1,0,2,1,0,0,5,1,7,3,0,1,0,4108.64,0,0,1,0,1,0,0,0,165.0113,0,1,1,2,11.44113,0,1,0,0,0,1,437,1,5,4,1,0,0,0,1,68.10386,4,4,5,0
32,1,0,0,5033.827918,2,0,0,1,0,0,3,1,15,3,1,0,0,8916.93,0,1,0,1,0,0,0,0,255.1555,1,0,1,2,10.84095,0,1,0,0,0,1,43,1,5,2,1,1,1,0,0,51.60111,2,3,3,0
49,0,1,0,4486.430136,0,0,1,1,0,0,5,0,14,5,1,0,0,40057.31,1,0,0,0,0,0,1,0,127.4601,0,1,0,2,11.00613,1,0,0,0,1,1,324,1,6,5,0,0,0,0,1,48.52168,5,4,5,0
71,0,1,0,4982.535602,0,0,0,1,0,0,4,0,12,3,0,1,0,29056.86,1,0,0,0,0,0,0,1,129.9483,0,0,0,4,9.929809,1,1,0,0,0,1,24473,0,3,2,0,1,0,1,1,53.63969,3,4,3,1
78,0,0,1,4404.023519,2,0,0,1,0,0,3,0,19,3,1,0,0,25676.69,1,0,0,0,0,1,0,0,127.4421,0,0,0,3,9.883909,0,1,0,0,0,1,568,0,4,3,1,0,0,0,0,47.17599,4,4,2,0
65,0,0,1,4442.819177,4,0,0,0,1,0,4,1,4,4,1,0,0,50199.18,0,0,1,0,0,0,1,0,125.0073,1,0,0,3,11.01658,1,1,0,0,0,1,121,1,3,3,0,0,1,0,0,51.45585,3,3,2,0
21,1,0,0,4812.411802,3,0,1,0,0,1,3,0,10,3,0,1,0,48844.65,1,0,0,0,0,0,0,1,114.9509,0,1,0,4,15.41442,0,0,0,0,1,1,39062,1,3,4,0,0,0,0,0,49.30109,4,3,3,0
37,0,1,0,4254.289639,0,0,2,0,1,0,2,0,7,5,1,0,0,65592.66,0,1,0,0,1,0,0,0,159.9875,1,0,1,4,14.44405,0,0,0,0,1,1,1030,1,3,2,0,0,0,0,1,49.60599,3,5,3,0
36,0,1,0,6024.749674,2,0,0,0,1,0,2,0,4,2,0,1,0,15745.22,1,0,0,0,0,0,0,1,190.127,0,0,1,2,11.52469,1,0,0,0,1,1,3326,1,3,3,1,1,0,1,0,60.15131,3,3,4,0
61,0,0,1,4079.477384,1,0,2,1,0,0,5,0,8,5,0,1,0,24072.79,0,0,1,1,0,0,0,0,82.49655,0,0,1,4,9.574804,1,0,1,0,0,1,71878,1,3,3,0,0,0,0,0,47.98376,5,4,5,0
51,0,1,0,6770.315596,0,0,1,1,0,0,5,1,15,4,0,1,0,32663.78,1,0,0,1,0,0,0,0,202.65,0,0,1,4,14.43716,0,0,0,0,1,1,6815,1,3,3,1,1,1,0,0,69.56294,3,5,3,0
71,0,0,1,5372.80048,2,0,0,1,0,0,3,0,15,3,1,0,0,38833.39,0,1,0,0,0,0,1,0,157.4698,1,0,0,3,6.447173,0,0,0,1,0,1,2231,0,4,2,0,0,0,0,1,64.78357,3,3,2,1
65,0,0,1,5089.022874,9,0,2,0,1,0,5,1,10,3,0,1,0,58813.9,1,0,0,0,0,0,0,1,137.4836,1,0,0,5,9.441469,0,0,1,0,0,1,206,1,3,3,0,0,0,0,0,51.41313,5,5,4,0
85,0,0,1,5420.067412,1,0,2,0,1,0,3,0,5,4,1,0,0,80087.23,0,0,1,0,0,1,0,0,82.49655,0,0,1,4,13.41922,1,0,0,0,1,1,24514,0,5,5,0,0,1,0,0,66.3094,4,5,4,0
20,0,1,0,6033.438284,3,0,1,1,0,0,2,1,14,3,1,0,0,23874.86,0,0,1,1,0,0,0,0,182.49,1,1,0,6,7.742007,0,0,0,0,1,1,48770,0,1,1,1,0,0,0,0,66.34756,1,2,2,0
58,1,0,0,5824.155057,1,0,0,1,0,0,3,0,12,5,0,1,0,31973.73,1,0,0,0,0,1,0,0,154.9618,0,1,1,3,10.86371,1,0,0,1,0,1,124,0,6,4,0,1,1,0,1,60.95034,3,4,4,1
47,0,1,0,4993.241423,1,0,0,0,0,1,4,1,12,4,0,1,0,49511.19,0,1,0,0,0,0,0,1,222.65,0,0,1,3,10.84358,1,0,0,0,1,1,873,1,3,4,1,1,1,0,0,52.38554,4,4,4,0
19,0,0,1,5855.929799,0,0,1,0,1,0,3,1,11,2,0,1,0,11791.97,1,0,0,0,0,0,0,1,149.9928,1,0,0,4,7.659547,1,0,0,1,0,0,25827,0,4,2,0,0,0,0,1,62.26072,2,2,2,1
84,0,1,0,5621.654767,4,0,0,0,0,1,2,0,12,3,0,1,0,31430.08,0,0,1,0,0,0,0,1,137.4684,1,0,0,5,10.62065,1,0,0,0,1,1,21743,0,3,4,0,1,0,0,0,64.67817,4,5,3,0
76,0,0,1,5271.605896,4,1,0,1,0,0,3,0,11,4,0,1,0,5411.4,0,0,1,1,0,0,0,0,210.138,0,1,0,5,9.675355,0,0,0,1,0,1,26749,1,2,2,1,1,0,1,1,56.57319,5,4,5,1
45,1,0,0,4072.167583,1,0,1,0,1,0,3,1,8,3,1,0,0,43388.31,1,0,0,1,0,0,0,0,194.9663,1,1,0,3,11.79283,1,0,0,1,0,1,24385,0,4,3,1,0,0,0,0,39.1168,3,4,3,0
25,0,0,1,6061.603654,1,0,0,0,1,0,4,0,7,4,1,0,0,45035.77,1,0,0,0,1,0,0,0,255.1198,1,1,0,3,7.625019,1,0,0,0,1,1,18274,1,3,3,1,1,1,0,1,59.95075,3,3,4,2
24,0,1,0,6277.33482,4,0,1,1,0,0,2,1,16,4,1,0,0,22431.45,1,0,0,0,0,0,1,0,142.5007,0,1,1,3,14.15969,1,0,1,0,0,1,1925,1,3,2,0,0,0,1,1,65.91841,4,3,3,1
75,0,1,0,5244.846457,0,0,0,0,0,1,5,1,11,4,1,0,0,14242.01,0,1,0,0,0,0,1,0,192.4705,1,0,0,3,14.12222,1,0,1,0,0,1,710,0,5,3,1,0,0,0,0,61.19826,5,4,4,0
32,1,0,0,6200.818914,8,0,1,1,0,0,5,1,19,5,1,0,0,38469.46,0,0,1,0,0,1,0,0,190.1737,0,0,1,2,4.463867,1,0,0,0,1,1,253,1,4,4,1,1,1,1,0,64.46737,2,3,3,2
48,1,0,0,5884.305654,2,0,1,0,0,1,5,1,12,3,0,1,0,21248.31,1,0,0,0,0,1,0,0,139.965,0,0,0,4,8.372429,0,0,1,0,0,1,3576,1,3,4,1,0,0,0,0,61.9981,5,4,4,1
35,0,0,1,6101.654993,4,0,2,1,0,0,4,0,16,5,0,1,0,121444.9,0,1,0,0,1,0,0,0,159.9349,0,1,0,4,6.814054,0,1,0,0,0,1,4584,0,3,4,0,1,0,1,0,68.30662,5,4,5,1
77,1,0,0,5799.405302,0,0,0,0,0,1,5,1,12,3,0,1,0,42883.22,0,0,1,0,1,0,0,0,139.9979,0,0,0,3,12.83101,1,0,0,1,0,1,779,0,3,4,1,0,0,0,1,67.86743,4,4,3,0
57,1,0,0,6105.525987,0,0,0,0,0,1,5,0,9,4,0,1,0,13948.49,0,1,0,0,1,0,0,0,210.127,0,0,1,2,11.96174,1,0,0,1,0,1,1271,0,3,2,1,1,0,0,0,67.77528,3,2,1,1
25,1,0,0,4672.740002,3,0,2,0,1,0,4,1,14,4,0,1,0,16960.17,0,1,0,0,1,0,0,0,182.4676,1,0,0,3,11.70669,0,0,0,1,0,1,58,0,4,3,0,1,0,0,0,50.073,1,3,2,1
84,0,1,0,5675.888405,0,0,0,1,0,0,3,0,10,3,0,1,0,36835.17,0,0,1,0,0,0,1,0,175.1331,0,0,0,4,13.55077,0,0,1,0,0,1,6304,1,4,2,1,1,0,0,0,64.53,2,2,3,0
