Age,Area_Rural,Area_Suburban,Area_Urban,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure,Bandwidth_GB_Year
68,1,0,0,7,1,0,1,0,0,2,1,16,3,0,1,0,30255.22,0,1,0,1,0,0,0,0,252.6378,1,0,0,4,12.2246,1,0,0,0,1,1,1601,1,4,3,1,1,0,1,0,2.006646,2,2,2,1,977.9075314
56,1,0,0,2,0,2,0,1,0,3,1,9,3,0,1,0,48459.16,0,1,0,0,0,0,0,1,217.4725,1,1,0,4,6.34319,0,0,0,1,0,1,179,1,3,4,0,1,0,1,1,70.2223,4,4,4,0,6289.621165
84,0,1,0,0,0,0,1,0,0,2,0,14,4,0,1,0,25520.76,0,0,1,0,0,0,1,0,147.4893,1,1,0,4,8.757386,1,0,0,1,0,1,1156,0,4,3,0,0,0,0,1,71.58111,3,2,2,0,6001.860392
86,0,1,0,2,0,2,1,0,0,4,0,8,4,1,0,0,99342.82,0,1,0,1,0,0,0,0,204.9496,1,1,0,2,13.64304,1,0,0,1,0,1,647,1,5,3,0,1,1,0,1,63.1308,4,3,5,0,5477.999845
46,0,1,0,1,0,0,0,0,1,2,0,7,3,1,0,0,37838.55,0,0,1,0,0,0,0,1,127.4586,0,1,0,3,8.918474,0,0,1,0,0,0,51447,0,4,2,0,1,0,0,0,7.831837,2,2,2,2,971.0087147
77,0,1,0,0,0,0,0,0,1,3,1,16,4,0,1,0,10924.25,1,0,0,0,0,0,1,0,162.497,1,1,1,4,8.042615,1,0,0,0,1,1,16690,1,3,3,0,0,0,0,0,66.76266,2,3,3,1,6199.518144
73,0,0,1,1,0,0,0,0,1,4,1,13,5,0,1,0,45512.2,1,0,0,0,1,0,0,0,167.4847,0,1,1,3,11.54034,1,0,0,1,0,1,507,1,3,3,0,1,0,0,1,54.87839,3,4,3,0,5362.598684
31,1,0,0,1,0,2,1,0,0,2,1,11,5,0,1,0,36500.99,1,0,0,1,0,0,0,0,104.9781,0,0,0,5,11.5963,1,0,0,0,1,1,275,0,4,4,0,0,0,0,0,9.875391,3,3,4,0,1478.755528
41,0,0,1,1,0,1,1,0,0,4,1,14,3,0,1,0,59737.6,1,0,0,0,0,0,1,0,174.9699,0,1,0,2,11.64449,1,0,1,0,0,1,18249,1,3,4,1,0,1,0,1,44.65571,4,4,4,1,4553.786746
68,1,0,0,0,1,2,1,0,0,3,1,15,3,1,0,0,122263.81,0,1,0,0,0,1,0,0,162.471255,0,0,0,3,14.91100172,0,0,1,0,0,1,17007,0,3,4,0,1,1,0,1,7.825845378,2,4,5,0,863.0820861
78,0,0,1,3,0,0,0,1,0,3,1,13,2,0,1,0,12246.0,1,0,0,0,0,1,0,0,222.6281,0,1,0,2,7.698265,0,1,0,0,0,1,1875,0,2,4,1,1,0,1,0,56.5003,2,4,4,0,5722.608267
56,0,0,1,2,1,0,1,0,0,2,0,11,2,0,0,1,12154.01,0,0,1,1,0,0,0,0,172.473314,1,1,0,5,14.60903837,1,1,0,0,0,1,1800,0,3,3,0,1,1,0,1,13.08671185,4,3,4,2,1436.793746
34,0,1,0,4,0,1,1,0,0,3,0,9,3,0,1,0,48804.01,1,0,0,0,1,0,0,0,162.4653,1,0,1,5,9.649844,0,0,0,1,0,1,139,1,1,3,1,0,0,0,0,71.58148,4,3,3,1,6839.025934
19,1,0,0,3,1,0,1,0,0,3,0,13,1,0,1,0,13474.86,0,1,0,1,0,0,0,0,207.6094,0,0,0,4,4.41554,1,0,0,0,1,1,141,1,3,4,1,1,1,0,0,9.49793,4,2,3,3,1472.144905
77,0,1,0,8,0,2,1,0,0,4,0,12,6,1,0,0,26636.01,1,0,0,0,0,1,0,0,139.9349,0,1,0,3,9.659487,1,0,1,0,0,0,132,1,2,4,0,1,1,1,0,63.01903,4,4,3,0,6020.277207
27,1,0,0,0,0,1,0,1,0,5,0,12,4,0,1,0,36283.34,0,1,0,0,1,0,0,0,144.9607,1,0,0,4,10.31019,1,0,1,0,0,1,1684,1,3,4,0,0,1,0,0,69.33555,3,4,4,0,5906.432884
23,0,0,1,1,0,1,0,1,0,3,1,9,4,0,1,0,55241.85,0,1,0,1,0,0,0,0,174.9919,0,0,1,5,9.205984,1,0,0,0,1,1,489,1,3,3,1,0,0,0,1,5.527407,5,3,5,0,974.4325376
69,1,0,0,2,0,3,0,0,1,3,0,12,4,0,1,0,25588.69,0,1,0,1,0,0,0,0,149.9598,0,0,1,4,5.29024,1,0,1,0,0,1,2057,1,4,4,1,0,0,0,0,27.12312,3,2,3,0,2534.437264
67,0,1,0,1,0,1,1,0,0,4,1,12,4,1,0,0,37390.82,0,1,0,0,0,0,0,1,235.1591,0,0,1,3,9.457734,1,0,1,0,0,1,3157,1,5,4,1,1,0,0,1,68.6504,3,4,4,0,6217.645459
18,0,1,0,3,0,1,0,0,1,3,0,14,2,1,0,0,8894.87,1,0,0,1,0,0,0,0,124.9607,1,0,0,2,10.09739,0,0,0,0,1,1,589,1,4,3,0,0,0,0,0,2.546083,3,3,3,0,886.9184762
38,0,0,1,0,1,1,0,0,1,3,0,6,2,0,1,0,37585.88,1,0,0,0,1,0,0,0,245.1283,1,1,1,4,11.89774,1,0,0,0,1,1,2638,0,4,3,1,1,0,1,0,12.00677,5,4,4,0,2177.704307
49,0,1,0,2,0,2,1,0,0,4,0,20,4,0,0,1,58634.51,1,0,0,0,0,0,1,0,117.468591,0,1,1,4,5.739005915,1,1,0,0,0,1,17351,1,3,3,0,0,0,0,0,8.220686373,4,4,5,3,1312.874964
41,0,1,0,2,1,1,0,0,1,3,1,16,3,1,0,0,52050.69,0,1,0,0,0,0,1,0,275.133571,1,1,0,3,11.79444395,1,0,1,0,0,1,2564,1,2,2,1,1,0,0,0,10.01241216,5,4,4,0,1615.418802
46,0,0,1,1,0,0,0,1,0,3,0,13,4,1,0,0,9547.51,0,0,1,0,1,0,0,0,95.00571,0,0,1,2,10.19981,0,0,0,0,1,1,595,0,6,5,0,0,1,0,1,66.46085,4,5,4,0,5564.666753
32,0,0,1,0,1,1,1,0,0,4,0,10,2,1,0,0,13359.18,0,0,1,0,1,0,0,0,117.472036,0,0,0,4,8.925549447,0,0,0,0,1,1,838,1,1,4,0,1,1,0,1,2.704019894,3,4,2,1,476.2957809
82,0,0,1,1,0,0,1,0,0,4,1,8,4,0,1,0,56646.45,0,0,1,0,0,0,1,0,152.509,1,0,1,4,8.933365,1,0,1,0,0,1,432,1,3,2,0,1,0,0,0,14.67731,2,2,3,2,1599.244733
28,1,0,0,0,0,1,0,0,1,2,0,9,3,0,1,0,45888.26,0,1,0,0,0,0,1,0,162.4526,0,1,1,4,18.19254,1,1,0,0,0,1,266,0,2,2,0,1,0,0,0,9.858242,3,3,2,0,1287.535911
22,0,1,0,2,0,2,0,1,0,2,0,11,4,0,1,0,58622.05,1,0,0,0,0,0,0,1,182.4433,1,1,0,6,7.701754,0,0,0,1,0,1,10818,0,2,3,1,0,0,0,0,16.5852,4,3,3,0,2329.310551
56,1,0,0,3,0,1,0,1,0,4,0,9,5,1,0,0,55127.57,1,0,0,0,0,1,0,0,149.9447,1,0,0,3,10.88425,1,1,0,0,0,1,349,1,3,4,0,1,0,0,0,6.580765,6,5,5,0,1288.736573
58,0,0,1,0,0,0,1,0,0,3,0,13,4,1,0,0,13090.39,0,1,0,0,0,0,1,0,147.4783,1,0,1,3,3.484308,1,0,0,1,0,1,33,1,6,4,0,0,1,0,0,46.80924,3,4,3,0,3951.955674
53,0,1,0,1,1,0,0,1,0,2,0,11,5,0,1,0,105396.3,0,1,0,0,0,0,1,0,242.6143,0,1,0,3,14.48109,0,0,0,0,1,1,49019,1,4,3,1,1,0,0,1,9.151288,3,4,3,0,1369.012136
86,0,1,0,5,0,3,0,0,1,3,0,9,2,0,1,0,85549.31,1,0,0,0,1,0,0,0,152.4441,0,1,0,2,7.009923,0,0,0,0,1,1,308,0,4,3,0,1,1,0,1,40.73541,4,5,3,0,4123.921101
55,0,1,0,1,0,2,0,0,1,4,1,10,3,1,0,0,93186.26,0,0,1,1,0,0,0,0,117.4858,0,0,0,3,8.332958,1,0,0,0,1,1,15326,1,4,3,0,1,0,1,0,47.52483,3,3,3,1,4185.014737
40,0,1,0,0,0,2,0,0,1,3,1,16,3,0,1,0,8855.67,0,1,0,0,0,0,0,1,275.1336,1,1,0,3,10.52187,0,0,0,0,1,1,13259,1,3,4,1,1,0,0,0,56.70254,4,3,4,0,5429.870356
64,0,1,0,9,0,2,0,1,0,5,0,12,4,1,0,0,56884.01,1,0,0,0,1,0,0,0,187.6094,0,0,0,3,14.96457,0,0,0,1,0,1,1711,1,6,5,1,1,1,0,0,69.67964,2,4,2,0,6806.914428
84,1,0,0,7,0,1,0,1,0,4,1,10,5,0,1,0,68825.55,0,1,0,0,1,0,0,0,162.5007,0,1,1,4,9.054731,1,0,0,1,0,1,37080,0,4,4,0,0,0,1,1,63.07329,3,3,2,0,5608.639508
41,0,1,0,0,1,1,1,0,0,3,0,13,4,0,1,0,76658.88,0,1,0,0,0,0,1,0,192.4404,1,1,0,4,7.975836,0,0,0,1,0,1,19403,0,2,5,0,1,0,0,0,2.343134,6,4,6,1,625.8895244
68,1,0,0,1,0,0,1,0,0,5,0,10,2,1,0,0,92083.74,0,1,0,0,1,0,0,0,169.9378,0,1,0,3,9.295219,0,0,1,0,0,1,1353,0,4,4,1,0,1,0,0,62.42321,4,3,4,0,5335.845074
18,0,0,1,0,0,0,0,1,0,4,1,7,6,1,0,0,37860.79,0,1,0,0,1,0,0,0,197.48762,0,1,1,3,12.13559132,1,0,0,1,0,1,646,1,4,4,1,0,1,0,1,3.905351198,4,3,4,1,838.8374504
22,0,0,1,1,0,0,1,0,0,4,0,12,3,0,0,1,8977.52,0,1,0,0,0,0,1,0,147.4421,0,0,0,3,15.04329,0,0,0,0,1,1,4988,0,3,3,1,0,0,0,0,70.63238,4,3,4,1,6061.485299
27,0,0,1,3,0,1,1,0,0,3,0,13,4,1,0,0,80551.29,1,0,0,0,0,0,0,1,114.9509,0,1,0,3,10.48875,0,0,0,0,1,1,2465,1,3,3,0,0,0,0,0,49.26265,3,3,2,0,4707.304977
82,0,0,1,5,0,0,1,0,0,5,0,15,2,1,0,0,18024.55,0,1,0,0,0,1,0,0,144.9607,1,0,0,5,4.163266,1,0,0,0,1,1,106,0,2,3,0,0,0,0,0,53.07128,5,6,4,0,4465.086574
44,0,0,1,4,0,1,0,1,0,3,1,11,2,0,1,0,29696.18,0,0,1,0,0,1,0,0,120.0035,0,0,1,4,15.15798,0,0,0,1,0,1,3195,1,3,3,0,1,0,0,0,2.149118,3,3,4,0,717.7031752
84,0,0,1,4,0,3,1,0,0,2,1,11,3,0,1,0,15431.03,0,1,0,0,0,0,0,1,194.9699,0,1,0,3,13.93978,0,0,0,1,0,0,12089,1,3,4,1,0,0,0,1,45.54189,4,5,4,0,4164.277154
27,0,0,1,1,0,0,0,0,1,3,0,10,4,1,0,0,34162.04,0,1,0,0,0,0,0,1,230.1051,0,1,0,4,5.57327,1,0,1,0,0,1,3988,0,3,2,1,1,0,0,0,8.295192,4,4,4,1,1332.732935
77,1,0,0,1,0,1,0,0,1,3,0,13,4,0,1,0,13043.09,0,0,1,0,0,0,1,0,104.9923,0,1,1,3,8.6347,1,0,0,1,0,0,255,1,3,4,0,0,1,0,0,42.74967,4,2,3,0,3692.139265
52,1,0,0,1,0,1,1,0,0,3,0,11,3,0,1,0,50181.69,0,0,1,0,0,1,0,0,137.4616,0,1,0,4,7.432898,0,1,0,0,0,1,359,1,3,1,1,0,0,0,0,54.60066,3,3,2,1,4829.62672
58,0,1,0,1,0,1,1,0,0,2,1,8,4,1,0,0,30882.87,0,0,1,0,0,0,0,1,114.9976,0,1,0,3,10.99838,1,0,1,0,0,1,6304,0,3,4,0,0,0,0,0,67.69557,2,4,3,2,5726.103148
67,0,0,1,2,1,0,1,0,0,3,1,12,4,1,0,0,41397.45,0,1,0,0,0,0,1,0,192.470522,1,0,0,3,17.94420077,1,1,0,0,0,0,345,0,3,3,1,0,0,1,0,2.314052799,3,2,4,1,507.8003206
25,0,0,1,3,0,0,1,0,0,4,1,14,3,0,1,0,35159.56,0,1,0,0,0,0,0,1,197.4945,1,0,1,3,9.592787,1,0,1,0,0,1,8140,0,4,3,0,1,0,1,1,64.68955,4,3,4,0,5949.914693
74,1,0,0,1,0,2,0,0,1,3,0,18,3,0,1,0,14396.37,0,0,1,1,0,0,0,0,149.9776,1,0,0,3,10.78419,0,0,0,1,0,1,678,1,4,3,0,1,0,0,1,65.2908,5,3,3,0,5616.608151
67,1,0,0,5,0,2,1,0,0,3,1,2,4,0,1,0,80593.06,0,0,1,0,0,0,0,1,117.5152,0,1,1,2,10.53982,0,0,0,1,0,1,945,0,3,3,0,0,0,1,0,67.61213,4,2,3,0,5970.386278
62,0,1,0,2,0,0,0,0,1,4,0,11,4,0,1,0,22956.29,1,0,0,0,1,0,0,0,139.9512,0,0,0,3,12.2106,1,0,1,0,0,1,952,1,5,4,1,0,1,0,1,62.61777,3,2,4,1,5808.356444
49,1,0,0,0,0,0,1,0,0,3,0,9,2,0,1,0,18852.52,1,0,0,1,0,0,0,0,174.9744,1,0,1,3,11.36428,0,1,0,0,0,1,59324,0,3,3,1,0,0,0,1,48.73343,3,4,3,1,4798.910859
31,1,0,0,10,1,0,0,1,0,3,1,12,2,1,0,0,6814.71,1,0,0,0,0,1,0,0,209.9931,1,1,1,4,10.28906,0,0,0,0,1,1,9427,1,3,2,1,0,0,0,1,62.77522,3,4,2,0,6413.177133
76,1,0,0,2,0,1,0,0,1,2,1,8,3,0,1,0,47557.16,0,0,1,0,0,0,1,0,232.6707,1,0,0,3,15.17959,0,1,0,0,0,1,3124,1,3,3,1,1,1,0,1,67.09106,3,4,4,0,6134.954553
85,1,0,0,4,0,3,0,1,0,4,1,12,5,1,0,0,37525.01,0,0,1,0,0,0,1,0,160.0122,1,1,0,3,4.336065,0,0,0,1,0,1,38028,0,5,5,0,0,1,1,1,5.111561,5,4,5,0,678.2091311
66,0,1,0,4,0,0,0,1,0,4,0,11,5,1,0,0,37276.49,1,0,0,0,0,0,0,1,162.4538,1,0,0,4,4.12754,0,0,0,1,0,1,5114,0,5,5,0,1,0,0,1,57.62165,3,3,3,0,5473.238444
42,0,0,1,0,0,0,1,0,0,4,0,15,4,0,1,0,17271.98,1,0,0,0,1,0,0,0,129.9483,0,0,0,2,14.32421,1,0,1,0,0,1,73778,1,3,4,0,1,0,0,1,47.4649,4,3,4,0,4571.667787
50,1,0,0,0,0,2,0,0,1,3,1,12,3,1,0,0,39651.69,0,1,0,1,0,0,0,0,159.965,0,0,0,4,11.87438,0,1,0,0,0,1,52,0,4,3,1,0,0,0,0,67.11199,5,2,4,0,5739.420369
32,1,0,0,4,0,0,0,1,0,4,0,11,3,1,0,0,25712.78,0,1,0,0,0,1,0,0,220.1185,0,0,0,2,7.390473,1,1,0,0,0,1,2421,1,5,3,1,1,1,1,1,18.5303,4,2,4,0,2157.669912
58,0,1,0,1,0,1,0,1,0,5,1,11,3,1,0,0,62359.91,1,0,0,0,0,0,1,0,129.962093,0,0,0,3,10.91594785,0,0,0,0,1,1,4969,0,6,4,0,1,0,0,0,13.98666226,4,3,3,1,1840.628269
63,0,1,0,0,0,3,0,1,0,2,1,12,5,0,1,0,35130.18,1,0,0,0,0,0,0,1,139.965008,0,0,0,5,12.69971233,1,0,0,0,1,1,1448,0,3,2,1,0,0,0,0,14.96689418,4,4,3,0,1919.921479
47,0,0,1,0,1,0,1,0,0,4,0,13,2,1,0,0,49233.98,0,0,1,0,0,0,1,0,207.6386,1,0,0,2,9.267577,1,0,1,0,0,1,3479,0,4,5,1,1,0,0,0,2.497434,2,4,2,1,739.280489
79,1,0,0,4,1,2,1,0,0,1,1,13,3,1,0,0,25215.22,0,1,0,0,0,0,1,0,245.145743,0,1,1,2,7.044096971,0,1,0,0,0,1,6910,1,3,3,1,1,0,0,0,5.690013293,2,3,2,0,1201.484293
73,1,0,0,1,0,2,0,0,1,5,0,13,2,0,0,1,43155.28,0,1,0,0,1,0,0,0,169.9378,0,1,0,3,8.759467,1,0,0,1,0,1,8230,1,3,6,1,0,0,1,0,68.3703,4,5,4,1,5802.915462
71,0,1,0,4,0,1,0,1,0,3,0,7,3,0,1,0,20631.55,0,1,0,0,0,0,0,1,172.4555,0,1,1,2,6.397555,1,0,0,1,0,0,4646,0,4,4,1,0,0,1,0,60.26349,1,3,3,0,5398.88963
65,0,1,0,4,0,2,1,0,0,5,0,9,5,1,0,0,31243.64,0,0,1,1,0,0,0,0,149.989,1,0,1,2,7.397173,1,0,1,0,0,1,21734,1,6,5,1,0,0,1,0,17.78769,5,5,4,2,1833.860705
21,1,0,0,6,0,4,1,0,0,4,0,13,2,0,1,0,6081.68,0,1,0,1,0,0,0,0,265.1283,1,1,1,4,8.054444,1,0,0,1,0,1,7482,1,3,5,1,1,1,0,0,69.48617,5,4,5,1,6714.393196
57,0,0,1,0,0,3,0,0,1,4,0,10,6,1,0,0,27078.33,1,0,0,0,0,1,0,0,114.9509,0,1,0,4,11.26407,1,1,0,0,0,0,38703,1,5,3,0,0,0,0,0,52.07771,4,3,4,0,4747.251504
37,0,0,1,2,0,0,1,0,0,3,0,11,1,1,0,0,4874.95,0,1,0,1,0,0,0,0,147.4421,0,0,0,6,6.720424,0,0,1,0,0,1,3445,0,2,3,1,0,0,0,0,68.07677,4,4,4,1,5837.517911
37,1,0,0,6,0,0,1,0,0,4,0,12,4,0,1,0,1109.71,1,0,0,0,0,0,0,1,174.9744,1,0,1,4,13.24338,1,0,0,1,0,1,6989,0,3,3,1,0,0,0,1,17.35639,3,4,4,0,2451.995707
41,0,1,0,2,0,2,0,1,0,2,0,13,3,0,1,0,32296.27,0,1,0,0,1,0,0,0,245.131966,0,1,1,5,8.627473352,1,0,1,0,0,1,834,0,2,3,1,1,0,1,1,4.44463064,3,3,4,0,1128.690355
72,1,0,0,2,0,2,0,0,1,4,0,7,4,1,0,0,14761.9,1,0,0,0,1,0,0,0,127.4783,1,0,1,5,9.540415,1,1,0,0,0,1,446,0,3,3,0,0,0,1,0,67.02374,2,1,3,2,6037.450539
49,0,1,0,0,0,1,1,0,0,5,0,14,5,1,0,0,40057.31,1,0,0,0,0,0,1,0,127.4601,0,1,0,2,11.00613,1,0,0,0,1,1,324,1,6,5,0,0,0,0,1,48.52168,5,4,5,0,4486.430136
53,0,1,0,7,0,3,0,0,1,3,1,11,3,0,1,0,23413.1,0,1,0,0,0,0,0,1,172.457857,0,1,0,4,11.38306511,1,1,0,0,0,1,4295,1,3,4,0,1,0,0,0,5.709925704,4,4,4,0,1091.10126
74,0,0,1,1,0,2,0,1,0,4,1,13,2,1,0,0,31198.52,0,0,1,0,0,0,1,0,187.656013,0,0,0,4,12.01473007,0,1,0,0,0,1,19165,1,2,3,1,1,0,0,0,2.704950495,3,4,4,1,711.7404846
77,0,0,1,0,1,1,1,0,0,4,0,11,4,1,0,0,95454.27,1,0,0,0,0,0,1,0,220.1149,1,0,0,4,5.954961,1,1,0,0,0,1,581,1,3,4,1,1,0,1,0,63.29423,4,3,3,0,6035.974102
82,0,0,1,2,1,2,1,0,0,4,1,13,3,1,0,0,12476.24,1,0,0,0,0,0,0,1,129.962093,0,0,0,3,10.67669456,0,1,0,0,0,1,18185,1,5,3,0,1,1,0,0,5.372758028,2,3,2,0,1086.92093
21,0,0,1,2,0,1,1,0,0,3,0,10,5,1,0,0,59751.46,0,1,0,0,0,1,0,0,192.4404,1,1,0,3,6.529769,0,0,0,1,0,1,1360,1,4,4,0,1,0,0,0,64.61283,4,3,4,0,5808.222175
86,0,1,0,3,0,0,0,1,0,3,1,9,4,0,1,0,25428.86,0,0,1,0,0,0,1,0,150.020764,1,1,1,2,12.20196178,1,0,1,0,0,1,1792,1,3,4,0,0,1,0,0,1.84841935,4,3,4,0,529.9370637
69,0,0,1,1,1,0,1,0,0,4,1,14,2,0,1,0,7401.68,1,0,0,0,0,0,1,0,152.4579,0,1,0,3,5.864437,0,0,0,1,0,1,266,0,5,3,0,1,0,0,0,12.38916,4,5,4,0,1814.711402
81,0,0,1,0,0,2,0,0,1,4,1,9,2,0,1,0,44732.75,0,0,1,0,0,0,1,0,129.995,0,0,0,5,8.543534,0,1,0,0,0,1,36962,0,1,4,0,1,0,0,1,61.49459,4,3,4,1,5265.014414
18,0,1,0,2,0,0,1,0,0,3,1,16,3,1,0,0,30253.76,0,0,1,0,1,0,0,0,92.5018,0,0,0,4,6.244769,0,0,0,1,0,1,298,1,4,4,0,0,1,0,0,12.78697,4,4,4,0,1294.950837
60,0,1,0,1,1,1,1,0,0,3,1,11,3,1,0,0,43636.68,0,0,1,0,0,1,0,0,159.994242,1,0,0,5,8.670379621,1,1,0,0,0,1,798,0,2,2,1,0,0,0,0,7.279044337,3,2,3,0,906.7867988
18,1,0,0,7,0,0,1,0,0,5,1,20,5,1,0,0,47760.0,0,1,0,0,0,0,0,1,127.4958,0,0,1,4,7.883202,1,0,1,0,0,1,6585,1,3,4,0,0,0,0,0,69.87869,4,4,4,1,6202.049385
65,0,1,0,4,0,0,1,0,0,5,0,9,5,1,0,0,37004.73,0,1,0,0,0,1,0,0,169.9378,0,1,0,3,8.816743,1,1,0,0,0,1,1599,0,4,4,1,0,0,0,0,66.44706,4,4,4,0,5767.740142
50,0,0,1,3,0,0,1,0,0,4,1,12,6,0,1,0,66604.21,0,0,1,0,0,0,1,0,184.9963,1,1,0,3,13.27635,0,0,0,0,1,1,841,1,4,2,0,1,0,0,1,68.90677,4,4,3,0,6232.28589
51,1,0,0,1,1,5,1,0,0,3,1,8,3,1,0,0,47726.25,0,0,1,0,0,0,1,0,152.502178,0,1,1,4,8.174495258,1,0,1,0,0,1,1919,0,3,3,1,0,1,0,0,1.875430489,3,2,1,0,590.7765801
53,1,0,0,1,0,1,0,0,1,4,1,13,4,0,1,0,90748.01,1,0,0,0,1,0,0,0,129.9621,0,0,0,3,12.60495,1,0,0,0,1,1,4625,0,4,4,0,1,0,0,0,53.01595,4,3,3,0,5102.051113
20,0,1,0,1,0,2,0,0,1,3,1,15,5,1,0,0,20843.03,0,0,1,0,0,0,1,0,194.9992,1,1,0,4,7.246368,1,0,1,0,0,1,402,1,4,5,1,0,0,0,1,52.86954,4,5,4,1,4871.832686
39,0,1,0,0,0,0,0,0,1,3,1,15,5,0,1,0,13883.75,0,1,0,0,0,1,0,0,204.9634,1,1,0,3,8.718083,0,0,1,0,0,1,34,1,5,3,0,1,0,1,0,52.98075,3,3,4,0,4866.729815
36,1,0,0,1,0,1,0,0,1,3,0,9,5,1,0,0,30011.53,1,0,0,1,0,0,0,0,235.1417,1,0,1,4,10.50405,1,0,1,0,0,1,3594,0,3,5,1,1,0,0,1,66.86003,3,3,3,0,6572.882898
39,0,0,1,1,0,2,1,0,0,4,0,10,6,0,1,0,31026.92,0,1,0,0,0,0,1,0,159.987503,1,0,1,4,11.10415291,1,0,0,0,1,1,5264,1,3,5,0,0,1,0,1,6.19002424,4,4,5,0,803.3925622
43,1,0,0,4,0,1,0,0,1,4,0,11,4,0,1,0,35706.95,1,0,0,0,0,0,1,0,139.9512,0,0,0,3,14.26456,1,0,0,0,1,1,5028,1,4,5,1,0,0,0,1,10.08697,3,3,2,1,1627.959422
26,0,1,0,2,1,2,1,0,0,4,0,10,2,1,0,0,68169.91,1,0,0,1,0,0,0,0,242.6106,1,1,0,4,6.075894,1,0,0,1,0,1,88344,0,1,2,1,1,0,0,0,61.2541,4,5,3,0,6191.579895
76,0,0,1,2,0,0,0,1,0,4,0,6,3,0,0,1,17355.79,1,0,0,0,0,1,0,0,114.9509,0,1,0,3,9.738467,0,0,0,0,1,1,258,0,4,3,0,0,0,0,0,58.50292,4,4,4,0,5269.166004
86,0,0,1,2,0,1,0,0,1,2,0,14,1,1,0,0,11290.41,0,1,0,0,0,1,0,0,230.1051,0,1,0,4,7.195648,1,0,1,0,0,1,38406,0,2,1,1,1,0,0,0,66.85896,3,2,4,2,5968.666511
41,0,0,1,4,1,1,0,1,0,3,0,10,3,1,0,0,106862.5,0,0,1,0,1,0,0,0,175.1331,0,0,0,2,8.006363,1,0,0,1,0,1,1833,0,5,2,1,1,0,0,0,39.61469,2,2,1,0,3851.447958
63,0,0,1,2,1,4,1,0,0,3,0,7,4,1,0,0,18927.94,1,0,0,0,1,0,0,0,190.127,0,0,1,5,9.524691,0,1,0,0,0,1,19535,1,2,4,1,1,0,0,0,8.675197,5,4,5,0,1671.330908
40,1,0,0,1,0,0,0,1,0,4,0,18,4,0,1,0,56159.24,1,0,0,1,0,0,0,0,182.4433,1,1,0,2,13.19852,1,0,1,0,0,1,3114,0,5,3,1,0,0,0,0,68.98021,3,3,3,1,6532.644086
81,0,0,1,0,0,1,0,1,0,5,1,12,4,0,1,0,40661.06,0,0,1,0,0,0,1,0,95.019486,0,0,1,3,2.516745112,1,0,0,1,0,1,1444,1,4,4,0,0,1,0,0,9.028422616,5,4,4,0,876.3492188
58,1,0,0,1,0,2,0,0,1,3,0,6,4,1,0,0,65768.17,1,0,0,0,0,0,0,1,242.6106,1,1,0,5,13.55541,1,0,1,0,0,1,507,0,3,3,1,1,0,0,0,69.74686,4,2,3,0,6751.757527
42,0,1,0,0,1,1,1,0,0,4,1,8,2,0,1,0,41412.1,1,0,0,0,0,0,0,1,255.133571,1,1,0,5,12.4703522,1,0,0,1,0,1,11116,0,2,2,1,1,0,0,0,25.8634566,3,3,2,0,3309.919373
89,0,0,1,7,0,0,0,0,1,4,0,13,4,1,0,0,14731.91,1,0,0,0,0,0,1,0,124.9607,1,0,0,5,9.918598,1,0,0,1,0,1,42614,0,2,3,0,0,0,0,0,39.52545,3,3,3,0,3807.283723
79,0,1,0,0,0,2,0,0,1,2,0,18,4,0,1,0,42180.72,0,1,0,0,0,0,1,0,124.9643,0,0,0,5,9.550056,0,1,0,0,0,1,7272,0,2,1,0,0,0,0,1,64.00501,2,3,4,1,5231.543507
46,0,1,0,5,0,0,0,0,1,3,0,14,3,0,1,0,27655.18,1,0,0,0,0,1,0,0,149.9447,1,0,0,3,5.415772,1,0,0,0,1,1,2132,0,2,4,0,1,0,0,0,13.21355,4,4,5,1,1973.622689
58,1,0,0,0,0,1,1,0,0,5,0,11,4,1,0,0,14493.87,0,1,0,0,1,0,0,0,192.4567,1,0,0,2,9.933942,1,0,0,1,0,1,11342,0,4,6,1,0,1,0,1,66.80803,4,5,4,1,5679.413102
44,0,1,0,2,0,1,1,0,0,3,0,15,2,0,1,0,10331.03,0,1,0,0,0,1,0,0,147.4783,1,0,1,4,8.754248,0,0,1,0,0,1,8959,1,2,3,0,0,0,0,0,3.084418,3,3,3,2,558.9941784
